time_stamp,Open,High,Low,Close,company_id
2023-07-26,23750,24340,23564.40039,24274.5,29
2023-07-27,24300,24314.34961,23764.65039,23869.55078,29
2023-07-28,24059.69922,24184.84961,23873.55078,24048.05078,29
2023-07-31,23800,24299,23800,24108.40039,29
2023-08-01,24200,24200,23980.84961,24102.05078,29
2023-08-02,24100,24100,23905,24045.09961,29
2023-08-03,24040,24223.75,23860.40039,24114.34961,29
2023-08-04,24230,24286,24102.5,24224.19922,29
2023-07-24,2655.100098,2665,2636.149902,2651.600098,30
2023-07-25,2648,2648,2587.800049,2607.399902,30
2023-07-26,2611.949951,2629.75,2593.050049,2618,30
2023-07-27,2613,2628.350098,2596.050049,2602.75,30
2023-07-28,2595,2628.399902,2587.149902,2615.850098,30
2023-07-31,2615.850098,2626.850098,2590.199951,2614.949951,30
2023-08-01,2615,2640.800049,2602.050049,2634.800049,30
2023-08-02,2639.899902,2643.949951,2608.850098,2626.75,30
2023-08-03,2626.949951,2636.550049,2570.050049,2584.5,30
2023-08-04,2590.050049,2618.649902,2584.550049,2609.800049,30
